case,abc,ric3_baseline,ric3_dynamic,ric3_adaptive,ric3_reverse_topo,ric3_reverse_topo_inn,ric3_flip_high,ric3_dynamic_reverse_topo,ric3_multi_mic,ric3_mab,baseline_speedup,dynamic_speedup,dynamic_vs_baseline_ratio,adaptive_vs_baseline_ratio,adaptive_vs_dynamic_ratio,reverse_vs_baseline_ratio,reverse_topo_inn_vs_baseline_ratio,reverse_vs_dynamic_ratio,reverse_topo_inn_vs_dynamic_ratio,flip_vs_baseline_ratio,dynamic_reverse_topo_vs_baseline_ratio,dynamic_reverse_topo_vs_dynamic_ratio,multi_mic_vs_baseline_ratio,multi_mic_vs_dynamic_ratio
oski15a14b31s,0.05,0.1,0.11,0.49,0.11,0.04,0.1,0.11,0.1,0.08,2.0,2.1999999999999997,0.9090909090909092,0.20408163265306123,0.22448979591836735,0.9090909090909092,2.5,1.0,2.75,1.0,0.9090909090909092,1.0,1.0,1.0999999999999999
fastfir-p104,0.12,7.17,6.32,6.98,6.97,9.82,6.27,8.73,0.4,9.45,59.75,52.66666666666667,1.1344936708860758,1.0272206303724927,0.9054441260744985,1.0286944045911048,0.730142566191446,0.9067431850789097,0.6435845213849287,1.1435406698564594,0.8213058419243986,0.7239404352806414,17.924999999999997,15.8
visbakery,0.0,0.09,0.11,0.08,0.07,0.44,0.06,0.07,0.0,0.16,inf,inf,0.8181818181818181,1.125,1.375,1.2857142857142856,0.20454545454545453,1.5714285714285714,0.25,1.5,1.2857142857142856,1.5714285714285714,inf,inf
intel032,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,427.32,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.424599831508003,8.424599831508003
qspiflash_qflexpress_divfive-p067,0.0,5.89,5.4,2.29,3.6,3.71,4.73,3.5,2.04,2.85,inf,inf,1.0907407407407406,2.5720524017467246,2.3580786026200875,1.636111111111111,1.587601078167116,1.5,1.4555256064690028,1.245243128964059,1.6828571428571428,1.542857142857143,2.8872549019607843,2.6470588235294117
picorv32-check-p01,0.03,0.15,0.15,0.36,0.16,0.07,0.17,0.16,0.13,0.18,5.0,5.0,1.0,0.4166666666666667,0.4166666666666667,0.9375,2.142857142857143,0.9375,2.142857142857143,0.8823529411764705,0.9375,0.9375,1.1538461538461537,1.1538461538461537
eijks838,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.04,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90000.0,90000.0
bobsynthetic,0.07,0.7,0.72,0.72,0.65,20.36,0.7,0.64,0.66,0.83,9.999999999999998,10.285714285714285,0.9722222222222222,0.9722222222222222,1.0,1.0769230769230769,0.034381139489194495,1.1076923076923075,0.03536345776031434,1.0,1.09375,1.125,1.0606060606060606,1.0909090909090908
picorv32-check-p05,0.03,0.18,0.2,0.36,0.17,0.08,0.2,0.2,0.06,0.17,6.0,6.666666666666667,0.8999999999999999,0.5,0.5555555555555556,1.0588235294117645,2.25,1.1764705882352942,2.5,0.8999999999999999,0.8999999999999999,1.0,3.0,3.3333333333333335
qspiflash_dualflexpress_divthree-p106,0.01,3.33,10.58,4.92,4.23,7.74,9.16,13.15,8.44,2.19,333.0,1058.0,0.31474480151228734,0.676829268292683,2.1504065040650406,0.7872340425531914,0.43023255813953487,2.5011820330969265,1.3669250645994833,0.3635371179039301,0.2532319391634981,0.8045627376425856,0.3945497630331754,1.2535545023696684
qspiflash_dualflexpress_divfive-p120,0.01,0.36,0.35,0.39,0.32,0.76,0.39,0.32,0.04,0.57,36.0,35.0,1.0285714285714287,0.923076923076923,0.8974358974358974,1.125,0.47368421052631576,1.09375,0.4605263157894737,0.923076923076923,1.125,1.09375,9.0,8.75
pdtvisns3p13,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.33333333333333337,,,inf,inf,,0.0,1.0,,inf
6s299b892,3600.0,3600.0,1671.92,3600.0,3600.0,3600.0,3600.0,3600.0,1495.94,364.72,1.0,0.46442222222222224,2.1532130723958085,1.0,0.46442222222222224,1.0,1.0,0.46442222222222224,0.46442222222222224,1.0,1.0,0.46442222222222224,2.406513630225811,1.1176384079575383
6s286rb30297,0.83,5.15,6.39,16.24,5.16,0.92,5.15,6.69,4.87,6.76,6.2048192771084345,7.698795180722891,0.8059467918622849,0.31711822660098526,0.3934729064039409,0.998062015503876,5.5978260869565215,1.2383720930232558,6.945652173913043,1.0,0.7698056801195815,0.9551569506726456,1.057494866529774,1.3121149897330595
6s404rb1,0.18,3.63,6.99,6.45,5.52,12.31,5.94,6.03,5.78,5.63,20.166666666666668,38.833333333333336,0.51931330472103,0.5627906976744186,1.083720930232558,0.657608695652174,0.29488220958570266,1.2663043478260871,0.5678310316815597,0.611111111111111,0.6019900497512437,1.1592039800995024,0.6280276816608996,1.2093425605536332
cal229,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.78,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.4719101123594,2022.4719101123594
pdtviseisenberg2,0.01,0.06,0.06,0.06,0.06,0.1,0.07,0.06,0.0,0.05,6.0,6.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6,0.857142857142857,1.0,1.0,inf,inf
neclaftp2001,0.04,3.82,3.47,3.17,1.67,0.36,1.32,1.69,0.55,3.06,95.5,86.75,1.100864553314121,1.2050473186119874,1.0946372239747635,2.287425149700599,10.61111111111111,2.0778443113772456,9.63888888888889,2.8939393939393936,2.260355029585799,2.0532544378698225,6.945454545454544,6.309090909090909
pdtvsar8multip29,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.09,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40000.0,40000.0
6s357r,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,110.77,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.49977430712287,32.49977430712287
6s302rb09,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.92,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3913.0434782608695,3913.0434782608695
6s288r,0.06,2.67,3.17,3.73,1.92,4.33,1.49,3.44,2.7,4.01,44.5,52.833333333333336,0.8422712933753943,0.7158176943699732,0.8498659517426274,1.390625,0.6166281755196305,1.6510416666666667,0.7321016166281755,1.7919463087248322,0.7761627906976745,0.9215116279069767,0.9888888888888888,1.174074074074074
